period,seriesId,seriesDescription,stateId/0,stateDescription,value,unit
2022,MMICB,"Motor gasoline, excluding fuel ethanol, consumed by the industrial sector",CO,Colorado,6059,Billion Btu
2023,KSRCV,Kerosene expenditures in the residential sector,CO,Colorado,.3,Million dollars
2023,NGRCV,Natural gas expenditures in the residential sector (including supplemental gaseous fuels),CO,Colorado,1653.1,Million dollars
2022,CLTCD,"Coal average price, all sectors",CO,Colorado,1.93,Dollars per million Btu
2022,CLTXB,Coal total end-use consumption,CO,Colorado,3611,Billion Btu
2022,TNASB,"Total net energy consumed by the transportation sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,491825,Billion Btu
2022,TNACB,End-use energy consumption in the transportation sector,CO,Colorado,500725,Billion Btu
2023,RFCCB,Residual fuel oil consumed by the commercial sector,CO,Colorado,0,Billion Btu
2023,KSTCB,Kerosene total consumption,CO,Colorado,26,Billion Btu
2023,NGACP,Natural gas consumed by the transportation sector,CO,Colorado,9098,Million cubic feet
2022,WSCCB,Waste energy consumed by the commercial sector,CO,Colorado,0,Billion Btu
2023,RFCCD,Residual fuel oil price in the commercial sector,CO,Colorado,0,Dollars per million Btu
2023,NGASB,Natural gas consumed by the transportation sector adjusted for process fuel,CO,Colorado,651,Billion Btu
2023,NGPZB,Natural gas for pipeline and distribution use,CO,Colorado,8847,Billion Btu
2023,NGRCB,"Natural gas delivered to the residential sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,145275,Billion Btu
2022,CLTCV,Coal total expenditures,CO,Colorado,449.1,Million dollars
2022,TETPB,Total energy consumption per capita,CO,Colorado,250.7,Million Btu
2022,TEICB,Total energy consumption in the industrial sector,CO,Colorado,372628,Billion Btu
2022,TNRCB,End-use energy consumption in the residential sector,CO,Colorado,245146,Billion Btu
2022,PESCB,"Primary energy total consumption, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,1262896,Billion Btu
2022,PETCD,"Primary energy average price, all sectors",CO,Colorado,18.33,Dollars per million Btu
2023,RFTXP,Residual fuel oil total end-use consumption,CO,Colorado,0,Thousand barrels
2023,RFTCV,Residual fuel oil total expenditures,CO,Colorado,0,Million dollars
2023,NGEIK,Factor for converting natural gas consumed by the electric power sector from physical units to Btu,CO,Colorado,1.07,Thousand Btu per cubic foot
2023,NGEIV,Natural gas expenditures in the electric power sector (including supplemental gaseous fuels),CO,Colorado,549.6,Million dollars
2023,NGTCK,Factor for converting natural gas total consumption from physical units to Btu,CO,Colorado,1.051,Thousand Btu per cubic foot
2019,MMCCB,"Motor gasoline, excluding fuel ethanol, consumed by the commercial sector",CO,Colorado,6972,Billion Btu
2020,MMCCB,"Motor gasoline, excluding fuel ethanol, consumed by the commercial sector",CO,Colorado,7017,Billion Btu
2021,MMCCB,"Motor gasoline, excluding fuel ethanol, consumed by the commercial sector",CO,Colorado,7107,Billion Btu
2022,MMCCB,"Motor gasoline, excluding fuel ethanol, consumed by the commercial sector",CO,Colorado,7351,Billion Btu
2022,WDICB,Wood energy consumed by the industrial sector,CO,Colorado,467,Billion Btu
2022,PECCD,Primary energy average price in the commercial sector,CO,Colorado,14.39,Dollars per million Btu
2022,WWCCV,Wood and waste expenditures in the commercial sector,CO,Colorado,16.2,Million dollars
2022,PEACD,Primary energy average price in the transportation sector,CO,Colorado,32.01,Dollars per million Btu
2023,KSCCV,Kerosene expenditures in the commercial sector,CO,Colorado,.2,Million dollars
2023,NGLPB,Natural gas consumed as lease and plant fuel,CO,Colorado,73031,Billion Btu
2023,NGACV,Natural gas expenditures in the transportation sector,CO,Colorado,11.5,Million dollars
2022,PEASB,"Primary energy consumed by the transportation sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,491513,Billion Btu
2023,KSCCD,Kerosene price in the commercial sector,CO,Colorado,25.75,Dollars per million Btu
2023,KSCCB,Kerosene consumed by the commercial sector,CO,Colorado,9,Billion Btu
2023,KSCCP,Kerosene consumed by the commercial sector,CO,Colorado,2,Thousand barrels
2023,RFCCP,Residual fuel oil consumed by the commercial sector,CO,Colorado,0,Thousand barrels
2023,NGCCB,"Natural gas delivered to the commercial sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,65384,Billion Btu
2022,PERCD,Primary energy average price in the residential sector,CO,Colorado,13.38,Dollars per million Btu
2023,RFCCV,Residual fuel oil expenditures in the commercial sector,CO,Colorado,0,Million dollars
2023,NGISB,Natural gas consumed by the industrial sector excluding refinery fuel,CO,Colorado,90250,Billion Btu
2023,NGICD,Natural gas price in the industrial sector (including supplemental gaseous fuels),CO,Colorado,8.13,Dollars per million Btu
2023,NGICP,Natural gas consumed by the industrial sector (including supplemental gaseous fuels),CO,Colorado,160970,Million cubic feet
2022,PERSB,"Primary energy consumed by the residential sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,166014,Billion Btu
2022,WDRSB,Wood energy consumed in the residential sector at a cost,CO,Colorado,4927,Billion Btu
2022,CLCCP,Coal consumed by the commercial sector,CO,Colorado,0,Thousand short tons
2022,PERCV,Primary energy total expenditures in the residential sector,CO,Colorado,2221.9,Million dollars
2022,PECCV,Primary energy total expenditures in the commercial sector,CO,Colorado,1191.1,Million dollars
2022,CLOSB,Coal consumed by the industrial sector other than coke plants excluding refinery fuel,CO,Colorado,3608,Billion Btu
2022,CLOCV,Coal expenditures in the industrial sector other than coke plants,CO,Colorado,10.5,Million dollars
2023,RFEID,Residual fuel oil price in the electric power sector,CO,Colorado,0,Dollars per million Btu
2023,RFEIV,Residual fuel oil expenditures in the electric power sector,CO,Colorado,0,Million dollars
2023,NGACD,Natural gas price in the transportation sector,CO,Colorado,17.68,Dollars per million Btu
2023,NNTCB,Natural gas total consumption (excluding supplemental gaseous fuels),CO,Colorado,525446,Billion Btu
2023,NGTXV,Natural gas total end-use expenditures (including supplemental gaseous fuels),CO,Colorado,3046.1,Million dollars
2022,TEICD,Total energy average price in the industrial sector,CO,Colorado,18.92,Dollars per million Btu
2022,CLCCB,Coal consumed by the commercial sector,CO,Colorado,4,Billion Btu
2022,CLCCD,Coal price in the commercial sector,CO,Colorado,3.75,Dollars per million Btu
2022,PEICV,Primary energy total expenditures in the industrial sector,CO,Colorado,2590.3,Million dollars
2022,PEEIV,Primary energy total expenditures in the electric power sector,CO,Colorado,1410.2,Million dollars
2023,RFICD,Residual fuel oil price in the industrial sector,CO,Colorado,0,Dollars per million Btu
2023,NGCCP,"Natural gas delivered to the commercial sector, used as consumption (including supplemental gaseous fuels)",CO,Colorado,62628,Million cubic feet
2023,NGEID,Natural gas price in the electric power sector (including supplemental gaseous fuels),CO,Colorado,3.84,Dollars per million Btu
2022,LOTXB,Total electrical system energy losses allocated to the end-use sectors,CO,Colorado,259908,Billion Btu
2022,TECCB,Total energy consumption in the commercial sector,CO,Colorado,252985,Billion Btu
2023,KSICB,Kerosene consumed by the industrial sector,CO,Colorado,7,Billion Btu
2023,NGEIB,Natural gas consumed by the electric power sector (including supplemental gaseous fuels),CO,Colorado,143029,Billion Btu
2019,ESVHP,Electricity consumed for electric vehicle (EV) use,CO,Colorado,50,Million kilowatthours
2020,ESVHP,Electricity consumed for electric vehicle (EV) use,CO,Colorado,73,Million kilowatthours
2021,ESVHP,Electricity consumed for electric vehicle (EV) use,CO,Colorado,89,Million kilowatthours
2022,ESVHP,Electricity consumed for electric vehicle (EV) use,CO,Colorado,141,Million kilowatthours
2022,WWEIB,Wood and waste consumed by the electric power sector,CO,Colorado,2282,Billion Btu
2022,LOTCB,Total electrical system energy losses,CO,Colorado,259908,Billion Btu
2022,LORCB,The residential sector's share of electrical system energy losses,CO,Colorado,94296,Billion Btu
2022,TETCV,Total energy expenditures,CO,Colorado,28371.7,Million dollars
2022,TERFB,Total energy used as refinery fuel and intermediate products,CO,Colorado,17892,Billion Btu
2022,CLACP,Coal consumed by the transportation sector,CO,Colorado,0,Thousand short tons
2023,KSICD,Kerosene price in the industrial sector,CO,Colorado,15.56,Dollars per million Btu
2023,NGICV,Natural gas expenditures in the industrial sector (including supplemental gaseous fuels),CO,Colorado,733.9,Million dollars
2023,NGTCB,Natural gas total consumption (including supplemental gaseous fuels),CO,Colorado,531240,Billion Btu
2023,NGTXD,"Natural gas average price, all end-use sectors (including supplemental gaseous fuels)",CO,Colorado,10.1,Dollars per million Btu
2023,NGTPB,Natural gas total consumption (including supplemental gaseous fuels) per capita,CO,Colorado,90.4,Million Btu
2022,TERPB,Total energy consumption per capita in the residential sector,CO,Colorado,58.1,Million Btu
2022,TETCD,Total energy average price,CO,Colorado,26.12,Dollars per million Btu
2022,TETCB,Total energy consumption,CO,Colorado,1464250,Billion Btu
2022,LOICB,The industrial sector's share of electrical system energy losses,CO,Colorado,68766,Billion Btu
2019,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,CO,Colorado,33,Million kilowatthours
2020,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,CO,Colorado,51,Million kilowatthours
2021,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,CO,Colorado,62,Million kilowatthours
2022,BTVHP,Electricity consumed for battery electric vehicle (BEV) use,CO,Colorado,101,Million kilowatthours
2022,ELISP,Net interstate flow of electricity (negative indicates flow out of state),CO,Colorado,1910,Million kilowatthours
2022,ELISB,Net interstate flow of electricity and associated losses (negative indicates flow out of state),CO,Colorado,16044,Billion Btu
2023,KSICV,Kerosene expenditures in the industrial sector,CO,Colorado,.1,Million dollars
2023,KSRCD,Kerosene price in the residential sector,CO,Colorado,25.75,Dollars per million Btu
2023,NGTCP,Natural gas total consumption (including supplemental gaseous fuels),CO,Colorado,505461,Million cubic feet
2023,NGRFB,Natural gas consumed as refinery fuel,CO,Colorado,4773,Billion Btu
2023,NGRCD,Natural gas price in the residential sector (including supplemental gaseous fuels),CO,Colorado,11.38,Dollars per million Btu
2023,NGEIP,Natural gas consumed by the electric power sector (including supplemental gaseous fuels),CO,Colorado,133615,Million cubic feet
2022,PEACV,Primary energy total expenditures in the transportation sector,CO,Colorado,15734.9,Million dollars
2022,LOACB,The transportation sector's share of electrical system energy losses,CO,Colorado,418,Billion Btu
2022,CLTXP,Coal total end-use consumption,CO,Colorado,153,Thousand barrels
2022,CLTXV,Coal total end-use expenditures,CO,Colorado,10.5,Million dollars
2022,CLTXD,"Coal average price, all end-use sectors",CO,Colorado,2.91,Dollars per million Btu
2022,WWCCD,Wood and waste price in the commercial sector,CO,Colorado,17.59,Dollars per million Btu
2022,CLKCD,Coal price at coke plants,CO,Colorado,0,Dollars per million Btu
2022,CLRCP,Coal consumed by the residential sector,CO,Colorado,0,Thousand short tons
2023,KSICP,Kerosene consumed by the industrial sector,CO,Colorado,1,Thousand barrels
2023,RFEIP,Residual fuel oil consumed by the electric power sector,CO,Colorado,0,Thousand barrels
2023,NGCCV,Natural gas expenditures in the commercial sector (including supplemental gaseous fuels),CO,Colorado,647.6,Million dollars
2022,TEIPB,Total energy consumption per capita in the industrial sector,CO,Colorado,63.8,Million Btu
2022,TEICV,Total energy expenditures in the industrial sector,CO,Colorado,3852.7,Million dollars
2022,LOCCB,The commercial sector's share of electrical system energy losses,CO,Colorado,96427,Billion Btu
2022,CLTCB,Coal total consumption,CO,Colorado,233256,Billion Btu
2022,CLTCP,Coal total consumption,CO,Colorado,12428,Thousand short tons
2022,TECPB,Total energy consumption per capita in the commercial sector,CO,Colorado,43.3,Million Btu
2019,MMACB,"Motor gasoline, excluding fuel ethanol, consumed by the transportation sector",CO,Colorado,255259,Billion Btu
2020,MMACB,"Motor gasoline, excluding fuel ethanol, consumed by the transportation sector",CO,Colorado,215723,Billion Btu
2021,MMACB,"Motor gasoline, excluding fuel ethanol, consumed by the transportation sector",CO,Colorado,241008,Billion Btu
2022,MMACB,"Motor gasoline, excluding fuel ethanol, consumed by the transportation sector",CO,Colorado,269954,Billion Btu
2022,CLRCB,Coal consumed by the residential sector,CO,Colorado,0,Billion Btu
2022,CLRCV,Coal expenditures in the residential sector,CO,Colorado,0,Million dollars
2023,NGTCV,Natural gas total expenditures (including supplemental gaseous fuels),CO,Colorado,3595.7,Million dollars
2023,SOR7P,Solar photovoltaic electricity generation by small-scale applications in the residential sector,CO,Colorado,1296,Million kilowatthours
2023,SORCB,Solar energy consumed by the residential sector,CO,Colorado,4713,Billion Btu
2023,AVTXP,Aviation gasoline total end-use consumption,CO,Colorado,106,Thousand barrels
2022,CLICD,Coal price in the industrial sector,CO,Colorado,2.91,Dollars per million Btu
2022,CLACB,Coal consumed by the transportation sector,CO,Colorado,0,Billion Btu
2019,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CO,Colorado,17,Million kilowatthours
2020,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CO,Colorado,22,Million kilowatthours
2021,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CO,Colorado,27,Million kilowatthours
2022,PHVHP,Electricity consumed for plug-in hybrid electric vehicle (PHEV) use,CO,Colorado,40,Million kilowatthours
2022,PEICD,Primary energy average price in the industrial sector,CO,Colorado,16.86,Dollars per million Btu
2022,TNCCB,End-use energy consumption in the commercial sector,CO,Colorado,156557,Billion Btu
2023,SOICB,Solar energy consumed by the industrial sector,CO,Colorado,137,Billion Btu
2023,SOICP,Solar thermal and photovoltaic electricity net generation in the industrial sector,CO,Colorado,40,Million kilowatthours
2023,JFTCP,Jet fuel total consumption,CO,Colorado,13672,Thousand barrels
2022,TNTCB,Total end-use energy consumption,CO,Colorado,1206290,Billion Btu
2022,TNSCB,"Total net energy consumption, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,1086340,Billion Btu
2022,PETXD,"Primary energy average price, all end-use sectors",CO,Colorado,24.32,Dollars per million Btu
2023,JFTXB,Jet fuel total end-use consumption,CO,Colorado,77522,Billion Btu
2023,JFTCV,Jet fuel total expenditures,CO,Colorado,1663.4,Million dollars
2022,TETXD,Total end-use energy average price,CO,Colorado,26.12,Dollars per million Btu
2023,JFTXP,Jet fuel total end-use consumption,CO,Colorado,13672,Thousand barrels
2022,PECSB,"Primary energy consumed by the commercial sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,82796,Billion Btu
2022,WDEIB,Wood consumed by the electric power sector,CO,Colorado,1219,Billion Btu
2022,CLEIK,Factor for converting coal consumed by the electric power sector from physical units to Btu,CO,Colorado,18.708,Million Btu per short ton
2022,WDCCB,Wood energy consumed by the commercial sector,CO,Colorado,2181,Billion Btu
2022,WDTCB,Wood energy total consumption,CO,Colorado,15570,Billion Btu
2023,JFTCB,Jet fuel total consumption,CO,Colorado,77522,Billion Btu
2022,BMTCB,Biomass total consumption,CO,Colorado,44900,Billion Btu
2022,CLOCK,Factor for converting coal consumed by industrial users other than coke plants from physical units to Btu,CO,Colorado,23.637,Million Btu per short ton
2022,CLOCB,Coal consumed by industrial users other than coke plants,CO,Colorado,3608,Billion Btu
2022,CLHCK,Factor for converting coal consumed by the residential and commercial sectors from physical units to Btu,CO,Colorado,23.637,Million Btu per short ton
2022,CLKCP,Coal consumed by coke plants (coking coal),CO,Colorado,0,Thousand short tons
2022,CLKCV,Coal expenditures at coke plants,CO,Colorado,0,Million dollars
2022,CLKCK,Factor for converting coal consumed at coke plants from physical units to Btu,CO,Colorado,0,Million Btu per short ton
2022,CLICV,Coal expenditures in the industrial sector,CO,Colorado,10.5,Million dollars
2023,SOTGP,Solar thermal and photovoltaic electricity total net generation,CO,Colorado,5319,Million kilowatthours
2022,WSICB,Waste energy consumed by the industrial sector,CO,Colorado,25,Billion Btu
2022,CLICP,Coal consumed by the industrial sector,CO,Colorado,153,Thousand short tons
2022,CLICB,Coal consumed by the industrial sector,CO,Colorado,3608,Billion Btu
2022,CLOCD,Coal price in the industrial sector other than coke plants,CO,Colorado,2.91,Dollars per million Btu
2022,CLOCP,Coal consumed by industrial users other than coke plants,CO,Colorado,153,Thousand short tons
2022,WWICD,Wood and waste price in the industrial sector,CO,Colorado,3.05,Dollars per million Btu
2022,WWEID,Wood and waste price in the electric power sector,CO,Colorado,2.69,Dollars per million Btu
2023,SOTXB,Solar energy total end-use consumption,CO,Colorado,6152,Billion Btu
2022,WSTCB,Waste energy total consumption,CO,Colorado,1089,Billion Btu
2022,CLEIV,Coal expenditures in the electric power sector,CO,Colorado,438.6,Million dollars
2022,WDRCB,Wood energy consumed by the residential sector,CO,Colorado,11703,Billion Btu
2022,WDRXB,Wood energy consumed in the residential sector at no cost,CO,Colorado,6776,Billion Btu
2022,WDRCD,Wood price in the residential sector,CO,Colorado,17.59,Dollars per million Btu
2022,WDRCV,Wood expenditures in the residential sector,CO,Colorado,86.7,Million dollars
2022,CLKCB,Coal consumed at coke plants (coking coal),CO,Colorado,0,Billion Btu
2022,WWISB,Wood and waste energy consumed in the industrial sector at a cost,CO,Colorado,251,Billion Btu
2023,HYICP,Hydroelectricity net generation in the industrial sector,CO,Colorado,0,Million kilowatthours
2023,JFTCD,"Jet fuel average price, all sectors",CO,Colorado,21.46,Dollars per million Btu
2023,JFACP,Jet fuel consumed by the transportation sector,CO,Colorado,13672,Thousand barrels
2023,JFACD,Jet fuel price in the transportation sector,CO,Colorado,21.46,Dollars per million Btu
2022,CLEID,Coal price in the electric power sector,CO,Colorado,1.91,Dollars per million Btu
2022,PETXV,Primary energy total end-use expenditures,CO,Colorado,21738.2,Million dollars
2022,CLISB,Coal consumed by the industrial sector excluding refinery fuel,CO,Colorado,3608,Billion Btu
2022,WWICB,Wood and waste consumed in the industrial sector,CO,Colorado,492,Billion Btu
2023,HYEGP,Hydroelectricity net generation in the electric power sector,CO,Colorado,1583,Million kilowatthours
2023,HYTXP,"Hydroelectricity, total end-use net generation",CO,Colorado,14,Million kilowatthours
2023,AVACB,Aviation gasoline consumed by the transportation sector,CO,Colorado,537,Billion Btu
2022,PETCV,Primary energy total expenditures,CO,Colorado,23148.4,Million dollars
2022,TERCV,Total energy expenditures in the residential sector,CO,Colorado,5144.4,Million dollars
2023,HYTXB,Hydropower energy total end-use consumption,CO,Colorado,46,Billion Btu
2023,JFACV,Jet fuel expenditures in the transportation sector,CO,Colorado,1663.4,Million dollars
2022,TEACD,Total energy average price in the transportation sector,CO,Colorado,32.01,Dollars per million Btu
2022,TEPFB,Total energy used as process fuel and other consumption that has no direct fuel costs,CO,Colorado,383812,Billion Btu
2022,TERCB,Total energy consumption in the residential sector,CO,Colorado,339442,Billion Btu
2022,WSEIB,Waste consumed by the electric power sector,CO,Colorado,1063,Billion Btu
2023,HYTCP,Hydroelectricity total net generation,CO,Colorado,1597,Million kilowatthours
2023,HYCCP,Hydroelectricity net generation in the commercial sector,CO,Colorado,14,Million kilowatthours
2022,TEACV,Total energy expenditures in the transportation sector,CO,Colorado,15743.9,Million dollars
2022,TEACB,Total energy consumption in the transportation sector,CO,Colorado,501143,Billion Btu
2022,WWTCB,Wood and waste total consumption,CO,Colorado,16659,Billion Btu
2022,WWTXD,"Wood and waste average price, all end-use sectors",CO,Colorado,16.99,Dollars per million Btu
2022,WWTXV,Wood and waste total end-use expenditures,CO,Colorado,103.6,Million dollars
2022,WWTXB,Wood and waste total end-use consumption,CO,Colorado,14377,Billion Btu
2022,WWEIV,Wood and waste expenditures in the electric power sector,CO,Colorado,6.1,Million dollars
2023,SOEGP,Solar thermal and photovoltaic electricity net generation in the electric power sector,CO,Colorado,3601,Million kilowatthours
2023,SOCCB,Solar energy consumed by the commercial sector,CO,Colorado,1301,Billion Btu
2023,WYTXP,Wind energy total end-use net generation,CO,Colorado,2,Million kilowatthours
2023,WYTCB,Wind energy total consumption,CO,Colorado,54903,Billion Btu
2022,TETXB,Total end-use sector energy consumption,CO,Colorado,1466197,Billion Btu
2022,TETPV,Total energy expenditures per capita,CO,Colorado,4857.3,Dollars
2022,WWIXB,Wood and waste energy consumed in the industrial sector at no cost,CO,Colorado,242,Billion Btu
2022,WWSCB,"Wood and waste energy total consumption, adjusted for fuels with no direct cost",CO,Colorado,8378,Billion Btu
2022,WWICV,Wood and waste expenditures in the industrial sector,CO,Colorado,.8,Million dollars
2023,WYEGB,Wind energy consumed for electricity generation by the electric power sector,CO,Colorado,54896,Billion Btu
2022,TNRSB,"Total net energy consumed by the residential sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,236280,Billion Btu
2022,WWTCD,"Wood and waste average price, all sectors",CO,Colorado,13.1,Dollars per million Btu
2022,WWTCV,Wood and waste total expenditures,CO,Colorado,109.7,Million dollars
2022,WWCSB,Wood and waste energy consumed in the commercial sector at a cost,CO,Colorado,918,Billion Btu
2022,WWCXB,Wood and waste energy consumed in the commercial sector at no cost,CO,Colorado,1263,Billion Btu
2022,PEISB,"Primary energy consumed by the industrial sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,153679,Billion Btu
2023,SOCCP,Solar thermal and photovoltaic electricity net generation in the commercial sector,CO,Colorado,381,Million kilowatthours
2023,SOEGB,Solar energy consumed for electricity generation by the electric power sector,CO,Colorado,12288,Billion Btu
2023,WYTXB,Wind energy total end-use consumption,CO,Colorado,7,Billion Btu
2023,WYICP,Wind electricity net generation in the industrial sector,CO,Colorado,2,Million kilowatthours
2022,CLACV,Coal expenditures in the transportation sector,CO,Colorado,0,Million dollars
2022,CLACD,Coal price in the transportation sector,CO,Colorado,0,Dollars per million Btu
2022,CLEIB,Coal consumed by the electric power sector,CO,Colorado,229644,Billion Btu
2022,CLEIP,Coal consumed by the electric power sector,CO,Colorado,12275,Thousand short tons
2022,CLCCV,Coal expenditures in the commercial sector,CO,Colorado,0,Million dollars
2022,TEGDS,Energy expenditures as percent of current-dollar GDP,CO,Colorado,5.74,Percent
2022,TNISB,"Total net energy consumed by the industrial sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,203584,Billion Btu
2022,TNICB,End-use energy consumption in the industrial sector,CO,Colorado,303862,Billion Btu
2022,PEEID,Primary energy average price in the electric power sector,CO,Colorado,3.82,Dollars per million Btu
2023,SOTCB,Solar energy total consumption,CO,Colorado,18440,Billion Btu
2023,AVTCV,Aviation gasoline total expenditures,CO,Colorado,17.5,Million dollars
2022,CLACK,Factor for converting coal consumed by the transportation sector from physical units to Btu,CO,Colorado,0,Million Btu per short ton
2022,TERCD,Total energy average price in the residential sector,CO,Colorado,21.77,Dollars per million Btu
2022,TETXV,Total end-use energy expenditures,CO,Colorado,28371.7,Million dollars
2022,TECCV,Total energy expenditures in the commercial sector,CO,Colorado,3630.7,Million dollars
2022,BQICB,Normal butane consumed by the industrial sector,CO,Colorado,0,Billion Btu
2022,BYTCB,Butylene from refineries total consumption,CO,Colorado,0,Billion Btu
2022,ENICP,"Fuel ethanol, including denaturant, consumed by the industrial sector",CO,Colorado,121,Thousand barrels
2022,EMLCB,Energy losses and co-products from the production of fuel ethanol,CO,Colorado,7971,Billion Btu
2022,MGTXP,Motor gasoline total end-use consumption,CO,Colorado,60012,Thousand barrels
2022,DFTCV,Distillate fuel oil total expenditures,CO,Colorado,5249.3,Million dollars
2022,MGICD,Motor gasoline price in the industrial sector,CO,Colorado,31.65,Dollars per million Btu
2022,HLCCP,Hydrocarbon gas liquids consumed by the commercial sector,CO,Colorado,1174,Thousand barrels
2022,HLCCD,Hydrocarbon gas liquids price in the commercial sector,CO,Colorado,19.17,Dollars per million Btu
2022,HLISB,Hydrocarbon gas liquids consumed by the industrial sector adjusted for processed fuel,CO,Colorado,2991,Billion Btu
2022,PPICP,Natural gasoline (pentanes plus) consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2022,PPTCB,Natural gasoline (pentanes plus) total consumption,CO,Colorado,0,Billion Btu
2022,HLTCK,Average factor for converting hydrocarbon gas liquids total consumption from physical unit to Btu,CO,Colorado,3.841,Million Btu per barrel
2022,HLICP,Hydrocarbon gas liquids consumed by the industrial sector,CO,Colorado,779,Thousand barrels
2022,HLTXP,Hydrocarbon gas liquids total end-use consumption,CO,Colorado,5151,Thousand barrels
2022,BDFDB,"Biodiesel production (total biomass inputs as feedstock), including liquids and losses & co-products",CO,Colorado,0,Billion Btu
2022,BYICB,Butylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2022,BQTCB,Normal butane total consumption,CO,Colorado,0,Billion Btu
2023,ESTXP,Electricity total end-use consumption (electricity sales to ultimate customers),CO,Colorado,55566,Million kilowatthours
2022,ENACP,"Fuel ethanol, including denaturant, consumed by the transportation sector",CO,Colorado,5372,Thousand barrels
2022,ENCCP,"Fuel ethanol, including denaturant, consumed by the commercial sector",CO,Colorado,146,Thousand barrels
2022,MMTCB,"Motor gasoline, excluding fuel ethanol, total consumption",CO,Colorado,283364,Billion Btu
2022,MGTXV,Motor gasoline total end-use expenditures,CO,Colorado,9590.3,Million dollars
2022,PLICP,Plant condensate consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2022,PQTXV,Propane total end-use expenditures,CO,Colorado,468.1,Million dollars
2022,PYTCB,Propylene from refineries total consumption,CO,Colorado,0,Billion Btu
2022,IYTCB,Isobutylene from refineries total consumption,CO,Colorado,0,Billion Btu
2022,IQTCP,Isobutane total consumption,CO,Colorado,0,Thousand barrels
2022,HLTCD,"Hydrocarbon gas liquids average price, all sectors",CO,Colorado,23.66,Dollars per million Btu
2022,IYTCP,Isobutylene from refineries total consumption,CO,Colorado,0,Thousand barrels
2022,PPTCP,Natural gasoline (pentanes plus) total consumption,CO,Colorado,0,Thousand barrels
2022,LUICV,Lubricants expenditures in the industrial sector,CO,Colorado,227,Million dollars
2022,USICB,Unfractionated streams consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2022,USICP,Unfractionated streams consumed by the industrial sector (through 1983),CO,Colorado,0,Thousand barrels
2022,B1PRB,Renewable diesel production,CO,Colorado,0,Billion Btu
2022,B1PRP,Renewable diesel production,CO,Colorado,0,Thousand barrels
2022,EMTCB,"Fuel ethanol, excluding denaturant, total consumption",CO,Colorado,19635,Billion Btu
2022,DFACB,Distillate fuel oil consumed by the transportation sector,CO,Colorado,124505,Billion Btu
2022,DFRCB,Distillate fuel oil consumed by the residential sector,CO,Colorado,135,Billion Btu
2022,DFICD,Distillate fuel oil price in the industrial sector,CO,Colorado,28.52,Dollars per million Btu
2022,ENTCP,"Fuel ethanol, including denaturant, total consumption",CO,Colorado,5639,Thousand barrels
2022,PQTXB,Propane total end-use consumption,CO,Colorado,19786,Billion Btu
2022,HLACP,Hydrocarbon gas liquids consumed by the transportation sector,CO,Colorado,68,Thousand barrels
2022,HLICD,Hydrocarbon gas liquids price in the industrial sector,CO,Colorado,18.52,Dollars per million Btu
2022,IYICB,Isobutylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2022,IQICP,Isobutane consumed by the industrial sector,CO,Colorado,0,Thousand barrels
2022,PQCCV,Propane expenditures in the commercial sector,CO,Colorado,86.5,Million dollars
2022,NAICB,Natural gasoline consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2022,LUTCB,Lubricants total consumption,CO,Colorado,4750,Billion Btu
2022,LUICP,Lubricants consumed by the industrial sector,CO,Colorado,384,Thousand barrels
2023,BTVHN,Battery electric vehicle (BEV) light-duty stocks,CO,Colorado,86.2,Thousands of registered vehicles
2023,CYCAS,Natural gas combined cycle generating units capacity factor,CO,Colorado,49.5,Percent
2022,PQTXD,"Propane average price, all end-use sectors",CO,Colorado,23.66,Dollars per million Btu
2023,CLGBP,Coal generating units net summer capacity in all sectors,CO,Colorado,3804,Thousand kilowatts
2022,BOPRB,Other biofuels total production for the United States,CO,Colorado,0,Billion Btu
2022,PQICV,Propane expenditures in the industrial sector,CO,Colorado,55.4,Million dollars
2022,BOPRP,Other biofuels total production for the United States,CO,Colorado,0,Thousand barrels
